env,seed,cycle,anchor,kernel,channel,budget,mean_cost,cost_over_budget,q50,q90,q95,q99,event,positive_excess,any_event,success,joint,raw_reward,shaped_reward,penalty,mean_feasible_with_events
DiagReachK3,187,12,27,sample_W2,2,12.5,8.954259872436523,0.7163407897949219,9.253702163696289,13.320730209350586,13.873526573181152,15.522415161132812,0.1328125,0.017113262414932252,0.3984375,0.421875,0.2578125,7.288508415222168,6.238527297973633,1.0499809980392456,True
DiagReachK3,187,12,27,sample_KL_mean,0,7.0,5.0776824951171875,0.7253832135881696,5.014859199523926,8.118365287780762,9.157322883605957,9.690401077270508,0.21875,0.03970306419900486,0.3828125,0.3984375,0.2578125,7.227655410766602,6.152167320251465,1.075488567352295,True
DiagReachK3,187,12,27,sample_KL_mean,1,6.5,5.02214241027832,0.7726372938889724,4.94965934753418,7.464325904846191,8.039214134216309,8.799101829528809,0.2265625,0.03647548590715115,0.3828125,0.3984375,0.2578125,7.227655410766602,6.152167320251465,1.075488567352295,True
DiagReachK3,187,12,27,sample_KL_mean,2,12.5,8.867453575134277,0.7093962860107422,9.207169532775879,13.389479637145996,13.93056869506836,15.560762405395508,0.1328125,0.017126294970512386,0.3828125,0.3984375,0.2578125,7.227655410766602,6.152167320251465,1.075488567352295,True
DiagReachK3,187,12,27,sample_KL_std,0,7.0,5.641087532043457,0.8058696474347796,5.6971893310546875,9.134191513061523,10.067476272583008,10.587106704711914,0.3046875,0.07376953374062264,0.4609375,0.390625,0.203125,7.338932991027832,5.6422014236450195,1.6967309713363647,True
DiagReachK3,187,12,27,sample_KL_std,1,6.5,4.974632740020752,0.7653281138493464,4.898378372192383,7.514101028442383,8.05047607421875,8.820392608642578,0.234375,0.037571327617535226,0.4609375,0.390625,0.203125,7.338932991027832,5.6422014236450195,1.6967309713363647,True
DiagReachK3,187,12,27,sample_KL_std,2,12.5,9.392032623291016,0.7513626098632813,9.689956665039062,14.458409309387207,15.352452278137207,16.579336166381836,0.1953125,0.03046116292476654,0.4609375,0.390625,0.203125,7.338932991027832,5.6422014236450195,1.6967309713363647,True
DiagReachK3,187,12,27,sample_W2_mean,0,7.0,5.125949382781982,0.7322784832545689,5.053922653198242,8.15732192993164,9.135292053222656,9.70465087890625,0.2265625,0.04009709241134779,0.390625,0.40625,0.265625,7.238461494445801,6.1810503005981445,1.0574116706848145,True
DiagReachK3,187,12,27,sample_W2_mean,1,6.5,4.987615585327148,0.7673254746657151,4.891138076782227,7.426029682159424,8.002969741821289,8.757160186767578,0.2265625,0.035187252438985385,0.390625,0.40625,0.265625,7.238461494445801,6.1810503005981445,1.0574116706848145,True
DiagReachK3,187,12,27,sample_W2_mean,2,12.5,8.887369155883789,0.7109895324707032,9.239065170288086,13.388900756835938,13.942709922790527,15.55870532989502,0.1328125,0.017233728766441345,0.390625,0.40625,0.265625,7.238461494445801,6.1810503005981445,1.0574116706848145,True
