env,seed,cycle,anchor,kernel,raw_reward,shaped_reward,penalty,joint,success,any_event,cost_mean,event,excess
DiagReachK2,187,18,13,sample_rawW2,7.072410864269204,5.741088892312564,1.3313219719566405,0.25,0.40625,0.359375,"[4.932112539652735, 3.9248140971176326]","[0.328125, 0.09375]","[0.0885338125129541, 0.012148415048917137]"
DiagReachK2,187,18,13,det_old,8.386938470868984,8.386938470868984,0.0,1.0,1.0,0.0,"[3.9066483192145824, 4.768813259899616]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,187,18,13,det_shapedKL,8.521537360564594,8.521537360564594,0.0,1.0,1.0,0.0,"[4.146740864962339, 4.817968666553497]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,187,18,13,det_shapedW2,8.549448132543056,8.549448132543056,0.0,1.0,1.0,0.0,"[4.222339536994696, 4.837945729494095]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,187,18,13,det_rawKL,8.632673222398807,8.632673222398807,0.0,1.0,1.0,0.0,"[5.203600786626339, 4.594229720532894]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK2,187,18,13,det_rawW2,8.680957675523313,8.680957675523313,0.0,1.0,1.0,0.0,"[5.058722093701363, 4.72984903305769]","[0.0, 0.0]","[0.0, 0.0]"
DiagReachK3,180,6,16,sample_old,7.166730708031264,6.089815415961948,1.076915292069316,0.328125,0.390625,0.296875,"[5.453156443312764, 4.203241868875921, 8.506568416953087]","[0.203125, 0.125, 0.09375]","[0.043640249541827617, 0.021706911233755257, 0.014963642358779908]"
DiagReachK3,180,6,16,sample_shapedKL,7.328300784271141,6.497077714580973,0.8312230696901679,0.34375,0.421875,0.265625,"[5.461124761030078, 4.44307223148644, 8.775805581361055]","[0.171875, 0.125, 0.078125]","[0.03313228275094713, 0.01979300609001746, 0.01199487090110779]"
DiagReachK3,180,6,16,sample_shapedW2,7.290414718498233,6.530282630172314,0.7601320883259177,0.359375,0.421875,0.21875,"[5.42408356629312, 4.316538009792566, 8.607439212501049]","[0.15625, 0.09375, 0.078125]","[0.031746956918920786, 0.017418546172288746, 0.010649926662445072]"
DiagReachK3,180,6,16,sample_rawKL,7.492490771841039,6.1948904559572835,1.2976003158837557,0.3125,0.40625,0.359375,"[5.888129910454154, 4.59212507866323, 9.331860583275557]","[0.21875, 0.171875, 0.125]","[0.05121778058154242, 0.026241858418171227, 0.018114476203918456]"
