suite,method,progress_pct,n_tasks,n_seeds_total,cost_over_budget_q25,cost_over_budget_median,cost_over_budget_q75,normalized_return_q25,normalized_return_median,normalized_return_q75
SafePO,SafeOT-Dual,94.0,10,75,0.9195487499999999,1.0211542857142857,1.13442125,0.581526186158898,0.7269176986616385,0.8393945148706554
SafePO,SafeOT-Dual,95.0,10,75,0.8985774688641958,0.9887089285714286,1.1421320833333333,0.5368751339650176,0.7413744634138005,0.8832531718619584
SafePO,SafeOT-Dual,96.0,10,75,0.9158511218731233,1.0276495238095238,1.1320025,0.5666456510409643,0.7438712669856309,0.8835559817592047
SafePO,SafeOT-Dual,97.0,10,75,1.003966607142857,1.0614828571428572,1.1068345739427574,0.5943887819689869,0.7415418813963748,0.8609755237625979
SafePO,SafeOT-Dual,98.0,10,75,0.9701008928571431,1.0835061111111108,1.1409390139751554,0.609563483691473,0.7157081671989753,0.8606908747046533
SafePO,SafeOT-Dual,99.0,10,75,1.0364111904761906,1.096012142857143,1.184570900974026,0.6100966568782781,0.724017571301033,0.8579805588210963
SafePO,SafeOT-Dual,100.0,10,75,1.0089664285714286,1.1252366200355446,1.2251591071428571,0.6273475921452094,0.7289389009174315,0.8609037764765839
SafePO,TRPO-Lag,1.0,10,75,0.027195820893853764,1.2511959780279889,2.2460814936432385,-0.25024314119947555,-0.07066321088972147,-0.016720172492621223
SafePO,TRPO-Lag,2.0,10,75,0.07847370192030348,1.448382345116531,2.0914207491325043,-0.23148888460480851,-0.053119817728598015,-0.007966708089603198
SafePO,TRPO-Lag,3.0,10,75,0.1731464696684878,1.450597739332887,2.3328169393217215,-0.18712815081134698,-0.025479813785125253,0.015514555124315856
SafePO,TRPO-Lag,4.0,10,75,0.3117079624557762,1.8311414285714287,2.843288035714286,-0.05609724855371925,0.03382970448220782,0.0555940204236817
SafePO,TRPO-Lag,5.0,10,75,0.5134672351605328,2.1208461904761906,3.224302857142857,0.062018797237662834,0.10524909948005617,0.14922150236482398
SafePO,TRPO-Lag,6.0,10,75,0.6521394349016132,2.2726083429741415,3.2926873214285712,0.10543409005949544,0.15455728723041387,0.23697462166673713
SafePO,TRPO-Lag,7.0,10,75,0.5996957401352054,2.326637142857143,3.20905890832478,0.1230016251502386,0.2002184233067061,0.31658776504567443
